player_chips
100
99
107
106
107
106
104
102
94
106
114
116
117
97
95
97
98
90
90
89
85
87
81
83
85
87
83
85
91
90
94
96
100
102
104
102
100
102
106
105
109
113
114
116
122
126
127
129
125
117
117
119
117
133
134
133
131
139
140
152
153
145
146
166
167
166
172
171
175
174
175
173
171
163
163
162
160
159
163
175
195
194
210
209
213
215
216
215
227
229
227
229
227
226
234
233
234
246
242
234
235
227
227
223
223
222
220
222
218
217
211
213
217
209
209
208
210
212
220
212
212
220
216
218
216
224
222
228
224
226
224
223
224
226
230
232
230
229
227
226
234
236
240
242
240
232
232
234
232
231
227
229
225
224
232
234
238
237
241
240
236
238
234
236
232
234
242
254
255
257
261
263
259
251
255
257
251
253
249
251
247
255
253
255
247
249
253
265
261
260
264
260
260
262
263
265
269
271
272
280
281
285
286
278
278
266
267
269
270
262
262
264
272
284
286
288
272
276
274
266
264
256
256
248
244
243
237
236
237
236
237
239
237
239
235
237
229
221
221
229
227
215
213
215
223
225
213
205
206
198
198
200
202
201
202
204
205
207
209
201
197
199
203
219
223
231
232
234
232
234
232
234
232
234
232
228
228
230
242
244
248
240
244
240
240
248
246
250
256
258
259
261
259
261
259
267
265
267
275
277
273
275
273
275
273
281
293
295
293
297
293
295
299
301
313
321
333
345
341
340
348
350
351
343
343
335
327
329
337
339
335
327
327
329
323
325
333
341
342
346
350
352
356
364
362
364
366
386
387
395
393
395
387
389
393
381
383
382
386
378
382
390
391
399
387
389
385
393
394
396
397
399
395
397
405
407
408
400
401
403
404
406
410
412
408
410
414
416
414
416
412
411
415
417
413
421
419
421
425
427
429
431
419
411
423
415
415
414
415
407
411
413
411
413
407
409
407
409
397
385
386
385
381
373
365
367
361
363
367
366
367
366
367
369
373
375
383
385
386
382
382
381
379
381
389
381
377
369
371
363
364
363
365
367
363
365
366
358
350
349
347
349
345
353
351
353
349
351
349
361
359
358
356
344
345
353
354
342
334
336
328
330
322
324
322
314
310
302
298
290
292
291
292
288
288
290
294
293
301
303
